CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,03/05/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,03/05/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,02/06/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,02/06/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,31,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,02/06/2014,Violations were cited in the following area(s).,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,Critical,31,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,02/06/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,02/06/2014,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,31,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,02/06/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,02/06/2014,Violations were cited in the following area(s).,22E,ROP processing equipment not approved by DOHMH.,Not Critical,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,01/10/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10,A,01/10/2013,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361390,NORDIC DELICACIES,BROOKLYN,6909,3 AVENUE,11209,7187481874,Delicatessen,01/10/2013,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10,A,01/10/2013,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,11/24/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,09/02/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,09/02/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,09/02/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,09/02/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,08/21/2014,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,57,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,08/21/2014,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,57,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,08/21/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,57,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,08/21/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,57,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,08/21/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,57,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,08/21/2014,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,57,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,08/21/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,57,,,01/29/2015,Cycle Inspection / Initial Inspection
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,08/21/2014,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,12/19/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,B,12/19/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,12/19/2013,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,16,B,12/19/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,12/19/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,B,12/19/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,11/08/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,11/08/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,11/08/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,11/08/2013,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,19,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,05/28/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,05/28/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,05/28/2013,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,9,A,05/28/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,05/28/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,05/28/2013,01/29/2015,Cycle Inspection / Re-inspection
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,05/06/2013,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,05/06/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,05/06/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,12/07/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,12/07/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,12/07/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,12/07/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,12/07/2012,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,12/07/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,12/07/2012,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,13,A,12/07/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,12/07/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,12/07/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,10/05/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,46,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,10/05/2012,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,46,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,10/05/2012,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,46,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,10/05/2012,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,46,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40361521,GLORIOUS FOOD,MANHATTAN,522,EAST   74 STREET,10021,2127372140,American ,10/05/2012,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,46,,,01/29/2015,Cycle Inspection / Initial Inspection
